100,2.678,0.0204922
130,2.74,0.0672526
169,2.906,0.024112
219,3.183,0.0260713
285,3.308,0.0448735
371,3.539,0.055153
482,3.7155,0.245021
627,3.8595,0.0595597
815,4.058,0.044147
1060,4.2235,0.0272275
1378,4.365,0.362781
1792,4.605,0.0900743
2329,4.7815,0.0250506
3028,5.0305,0.01986
3937,5.083,0.0509765
5118,5.4,0.0283919
6654,5.437,0.0293303
8650,5.751,0.0594685
11245,5.9375,0.0344204
14619,6.074,0.113551
19004,6.174,0.100686
24706,6.418,0.0896246
32118,6.559,0.157808
41753,6.6275,0.0558831
