100,711,18.5967
130,1041,21.587
169,1428,60.8155
219,1986,16.655
285,2787,20.9411
371,3800,63.4299
482,5309,691.701
627,7171,98.3913
815,10317,1760.39
1060,13722,1502.71
1378,18297,262.668
1792,25186,3918.33
2329,33436,873.347
3028,46055,2083.01
3937,62197,2619.7
5118,82518,3206.78
6654,112551,2160.42
8650,151465,1948.36
11245,209156,7256.32
14619,280592,3569.79
19004,389823,10062.3
24706,510724,9878.42
32118,706552,19556.3
41753,961858,17913.2
